face_present,face_count,yaw,pitch,roll,left_EAR,right_EAR,gaze_direction,mouth_ratio,face_area,label
1,1,4.09,30.0,2.55,0.255,0.271,3,0.003,0.067,Normal
1,1,4.0,30.0,2.33,0.257,0.263,3,0.004,0.066,Normal
1,1,3.84,30.0,2.51,0.268,0.255,3,0.004,0.067,Normal
1,1,4.0,30.0,2.11,0.254,0.267,3,0.003,0.07,Normal
1,1,3.96,30.0,2.19,0.257,0.25,3,0.006,0.07,Normal
1,1,4.22,30.0,2.23,0.252,0.232,3,0.005,0.067,Normal
1,1,4.12,30.0,2.44,0.254,0.257,3,0.004,0.07,Normal
1,1,4.28,30.0,2.17,0.247,0.248,3,0.004,0.068,Normal
1,1,3.85,30.0,2.22,0.267,0.25,3,0.005,0.068,Normal
1,1,4.75,30.0,2.05,0.275,0.253,3,0.003,0.068,Normal
1,1,4.76,30.0,2.55,0.261,0.249,3,0.004,0.07,Normal
1,1,4.29,30.0,2.32,0.264,0.25,3,0.002,0.071,Normal
1,1,4.3,30.0,2.33,0.255,0.262,3,0.005,0.072,Normal
1,1,4.36,30.0,2.32,0.254,0.267,3,0.004,0.072,Normal
1,1,4.35,30.0,2.13,0.259,0.263,3,0.003,0.07,Normal
1,1,4.24,30.0,2.29,0.262,0.248,3,0.003,0.068,Normal
1,1,4.38,30.0,2.23,0.27,0.254,3,0.003,0.069,Normal
1,1,4.02,30.0,2.02,0.272,0.25,3,0.002,0.07,Normal
1,1,4.16,30.0,1.64,0.274,0.269,3,0.004,0.07,Normal
1,1,4.21,30.0,2.06,0.276,0.248,3,0.004,0.07,Normal
1,1,4.13,30.0,1.73,0.264,0.255,3,0.004,0.071,Normal
1,1,4.28,30.0,2.35,0.252,0.252,3,0.003,0.069,Normal
1,1,4.19,30.0,2.22,0.255,0.246,3,0.004,0.071,Normal
1,1,4.73,30.0,1.79,0.258,0.254,3,0.004,0.072,Normal
1,1,3.96,30.0,2.06,0.256,0.257,3,0.003,0.069,Normal
1,1,4.75,30.0,2.13,0.253,0.264,3,0.002,0.071,Normal
1,1,4.24,30.0,2.41,0.269,0.267,3,0.004,0.069,Normal
1,1,4.43,30.0,2.38,0.268,0.263,3,0.004,0.069,Normal
1,1,4.45,30.0,2.43,0.28,0.275,3,0.003,0.07,Normal
1,1,4.96,30.0,2.53,0.272,0.276,3,0.005,0.068,Normal
1,1,6.22,30.0,2.17,0.261,0.289,3,0.004,0.065,Normal
1,1,6.48,30.0,2.45,0.267,0.291,3,0.003,0.064,Normal
1,1,6.22,30.0,1.68,0.26,0.271,3,0.001,0.067,Normal
1,1,6.63,30.0,1.19,0.278,0.269,3,0.003,0.064,Normal
1,1,6.71,30.0,1.35,0.265,0.261,3,0.005,0.064,Normal
1,1,6.27,30.0,1.45,0.273,0.284,3,0.005,0.066,Normal
1,1,6.64,30.0,0.57,0.274,0.286,3,0.002,0.063,Normal
1,1,7.03,30.0,0.35,0.267,0.292,3,0.002,0.063,Normal
1,1,6.43,30.0,0.05,0.265,0.283,3,0.003,0.061,Normal
1,1,5.04,30.0,0.54,0.251,0.276,3,0.007,0.069,Normal
1,1,1.44,30.0,0.62,0.27,0.249,3,0.003,0.075,Normal
1,1,2.24,30.0,0.94,0.272,0.233,3,0.005,0.073,Normal
1,1,2.53,30.0,1.21,0.257,0.246,3,0.005,0.069,Normal
1,1,2.77,30.0,1.2,0.257,0.247,3,0.004,0.071,Normal
1,1,2.66,30.0,1.3,0.265,0.251,3,0.003,0.072,Normal
1,1,2.2,30.0,1.17,0.263,0.259,3,0.004,0.068,Normal
1,1,2.29,30.0,1.35,0.271,0.261,3,0.003,0.07,Normal
1,1,1.95,30.0,1.35,0.273,0.26,3,0.004,0.071,Normal
1,1,1.73,30.0,1.44,0.266,0.264,3,0.005,0.073,Normal
1,1,1.6,30.0,1.35,0.268,0.26,3,0.004,0.072,Normal
1,1,3.35,30.0,1.07,0.263,0.232,3,0.003,0.071,Normal
1,1,5.46,30.0,1.46,0.26,0.268,3,0.003,0.066,Normal
1,1,6.23,30.0,2.03,0.263,0.274,3,0.004,0.066,Normal
1,1,6.15,30.0,2.26,0.263,0.276,3,0.003,0.068,Normal
1,1,6.0,30.0,1.94,0.271,0.287,3,0.003,0.064,Normal
1,1,5.77,30.0,1.81,0.265,0.287,3,0.004,0.066,Normal
1,1,5.73,30.0,1.53,0.256,0.298,3,0.006,0.064,Normal
1,1,5.27,30.0,1.4,0.27,0.274,3,0.004,0.068,Normal
1,1,5.25,30.0,1.3,0.279,0.276,3,0.005,0.068,Normal
1,1,5.24,30.0,1.52,0.281,0.272,3,0.004,0.068,Normal
1,1,5.42,30.0,1.4,0.281,0.275,3,0.005,0.067,Normal
1,1,5.34,30.0,1.42,0.279,0.271,3,0.005,0.066,Normal
1,1,5.46,30.0,1.53,0.269,0.281,3,0.004,0.067,Normal
1,1,5.29,30.0,1.61,0.267,0.276,3,0.005,0.068,Normal
1,1,4.32,30.0,1.47,0.259,0.261,3,0.005,0.069,Normal
1,1,3.93,30.0,1.1,0.256,0.273,3,0.006,0.068,Normal
1,1,3.96,30.0,1.38,0.258,0.269,3,0.004,0.069,Normal
1,1,3.63,30.0,1.41,0.263,0.264,3,0.004,0.068,Normal
1,1,3.75,30.0,1.3,0.263,0.264,3,0.004,0.069,Normal
1,1,3.47,30.0,1.49,0.261,0.259,3,0.004,0.067,Normal
1,1,3.97,30.0,1.23,0.264,0.267,3,0.005,0.067,Normal
1,1,3.47,30.0,1.52,0.267,0.261,3,0.004,0.068,Normal
1,1,4.08,30.0,1.28,0.259,0.275,3,0.004,0.07,Normal
1,1,4.04,30.0,1.44,0.27,0.266,3,0.004,0.067,Normal
1,1,4.68,30.0,0.98,0.265,0.267,3,0.002,0.069,Normal
1,1,4.64,30.0,-0.29,0.231,0.24,3,0.002,0.073,Normal
1,1,5.06,30.0,-0.78,0.259,0.249,3,0.004,0.077,Normal
1,1,4.7,30.0,-0.16,0.249,0.255,3,0.004,0.071,Normal
1,1,5.5,30.0,2.4,0.246,0.266,3,0.005,0.064,Normal
1,1,7.21,30.0,3.67,0.26,0.276,3,0.004,0.067,Normal
1,1,9.1,30.0,4.01,0.257,0.272,3,0.006,0.066,Normal
1,1,8.53,30.0,3.8,0.25,0.268,3,0.003,0.068,Normal
1,1,8.74,30.0,3.9,0.255,0.28,3,0.006,0.069,Normal
1,1,8.13,30.0,3.84,0.252,0.289,3,0.005,0.067,Normal
1,1,7.7,30.0,3.34,0.268,0.271,3,0.002,0.062,Normal
1,1,7.21,30.0,3.27,0.27,0.279,3,0.003,0.061,Normal
1,1,6.93,30.0,3.19,0.28,0.275,3,0.003,0.061,Normal
1,1,7.36,30.0,3.39,0.261,0.281,3,0.004,0.06,Normal
1,1,7.11,30.0,3.06,0.261,0.296,3,0.003,0.059,Normal
1,1,7.02,30.0,3.02,0.254,0.286,3,0.006,0.063,Normal
1,1,7.08,30.0,2.64,0.257,0.276,3,0.003,0.06,Normal
1,1,6.75,30.0,2.63,0.249,0.268,3,0.004,0.061,Normal
1,1,7.04,30.0,2.9,0.257,0.264,3,0.004,0.062,Normal
1,1,7.19,30.0,2.97,0.262,0.283,3,0.005,0.064,Normal
1,1,6.94,30.0,2.8,0.262,0.288,3,0.004,0.063,Normal
1,1,7.01,30.0,2.6,0.26,0.302,3,0.004,0.066,Normal
1,1,6.29,30.0,2.62,0.26,0.303,3,0.005,0.067,Normal
1,1,4.96,30.0,2.11,0.252,0.269,3,0.004,0.069,Normal
1,1,2.33,30.0,2.24,0.257,0.278,3,0.003,0.071,Normal
1,1,1.1,30.0,1.64,0.284,0.271,3,0.003,0.075,Normal
1,1,0.95,30.0,0.97,0.261,0.249,3,0.003,0.073,Normal
1,1,0.26,30.0,1.39,0.265,0.233,3,0.005,0.074,Normal
1,1,0.68,30.0,1.27,0.268,0.243,3,0.003,0.073,Normal
1,1,1.1,30.0,1.23,0.269,0.243,3,0.003,0.073,Normal
1,1,2.14,30.0,1.33,0.267,0.246,3,0.004,0.071,Normal
1,1,4.18,30.0,0.74,0.276,0.253,3,0.004,0.07,Normal
1,1,4.16,30.0,1.0,0.273,0.253,3,0.003,0.071,Normal
1,1,4.37,30.0,1.01,0.267,0.255,3,0.004,0.07,Normal
1,1,4.8,30.0,0.94,0.264,0.265,3,0.005,0.068,Normal
1,1,4.53,30.0,1.01,0.271,0.258,3,0.004,0.066,Normal
1,1,4.32,30.0,1.03,0.269,0.257,3,0.005,0.067,Normal
1,1,4.37,30.0,1.0,0.271,0.257,3,0.005,0.067,Normal
1,1,4.32,30.0,0.96,0.267,0.252,3,0.004,0.066,Normal
1,1,4.48,30.0,0.96,0.257,0.262,3,0.004,0.065,Normal
1,1,4.41,30.0,1.06,0.266,0.251,3,0.004,0.067,Normal
1,1,4.81,30.0,1.28,0.258,0.255,3,0.004,0.067,Normal
1,1,4.81,30.0,1.29,0.259,0.264,3,0.005,0.068,Normal
1,1,4.66,30.0,1.4,0.262,0.267,3,0.005,0.067,Normal
1,1,4.63,30.0,1.26,0.265,0.266,3,0.006,0.067,Normal
1,1,4.53,30.0,1.35,0.267,0.259,3,0.005,0.067,Normal
1,1,4.31,30.0,1.36,0.266,0.275,3,0.005,0.066,Normal
1,1,4.2,30.0,1.2,0.267,0.268,3,0.005,0.066,Normal
1,1,4.53,30.0,1.24,0.264,0.262,3,0.004,0.063,Normal
1,1,4.64,30.0,1.35,0.255,0.269,3,0.004,0.065,Normal
1,1,4.68,30.0,1.37,0.254,0.261,3,0.005,0.066,Normal
1,1,4.37,30.0,1.28,0.256,0.261,3,0.005,0.066,Normal
1,1,4.13,30.0,1.06,0.263,0.26,3,0.006,0.066,Normal
1,1,4.09,30.0,1.29,0.258,0.262,3,0.006,0.068,Normal
1,1,4.21,30.0,1.18,0.259,0.265,3,0.007,0.069,Normal
1,1,4.39,30.0,1.14,0.251,0.267,3,0.005,0.068,Normal
1,1,4.33,30.0,0.91,0.258,0.248,3,0.006,0.065,Normal
1,1,4.55,30.0,1.05,0.258,0.264,3,0.005,0.065,Normal
1,1,4.66,30.0,1.39,0.262,0.258,3,0.004,0.065,Normal
1,1,4.49,30.0,1.46,0.267,0.252,3,0.005,0.065,Normal
1,1,4.62,30.0,1.43,0.276,0.261,3,0.005,0.067,Normal
1,1,4.55,30.0,1.36,0.262,0.266,3,0.005,0.068,Normal
1,1,4.84,30.0,1.67,0.254,0.267,3,0.004,0.067,Normal
1,1,4.14,30.0,1.55,0.259,0.261,3,0.005,0.064,Normal
1,1,4.71,30.0,1.54,0.262,0.272,3,0.004,0.065,Normal
1,1,4.3,30.0,1.13,0.263,0.251,3,0.006,0.071,Normal
1,1,4.61,30.0,1.29,0.26,0.256,3,0.004,0.069,Normal
1,1,4.65,30.0,1.18,0.264,0.253,3,0.006,0.068,Normal
1,1,4.54,30.0,1.1,0.262,0.249,3,0.005,0.066,Normal
1,1,4.38,30.0,1.02,0.262,0.247,3,0.005,0.066,Normal
1,1,4.67,30.0,1.1,0.255,0.25,3,0.004,0.065,Normal
1,1,4.96,30.0,1.32,0.26,0.245,3,0.005,0.065,Normal
1,1,4.63,30.0,1.11,0.258,0.246,3,0.005,0.067,Normal
1,1,5.12,30.0,1.19,0.26,0.258,3,0.005,0.067,Normal
1,1,4.96,30.0,1.02,0.262,0.257,3,0.005,0.066,Normal
1,1,4.67,30.0,1.39,0.257,0.268,3,0.005,0.066,Normal
1,1,5.01,30.0,1.58,0.256,0.259,3,0.005,0.065,Normal
1,1,4.82,30.0,1.56,0.249,0.253,3,0.005,0.063,Normal
1,1,4.44,30.0,1.62,0.255,0.244,3,0.004,0.065,Normal
1,1,5.53,30.0,1.58,0.253,0.265,3,0.005,0.067,Normal
1,1,4.77,30.0,2.07,0.252,0.255,3,0.004,0.066,Normal
1,1,5.03,30.0,1.91,0.258,0.266,3,0.005,0.064,Normal
1,1,4.19,30.0,1.82,0.262,0.257,3,0.004,0.064,Normal
1,1,4.41,30.0,1.8,0.265,0.248,3,0.004,0.064,Normal
1,1,4.95,30.0,2.02,0.254,0.257,3,0.005,0.063,Normal
1,1,4.76,30.0,2.0,0.173,0.204,3,0.004,0.062,Normal
1,1,5.71,30.0,1.6,0.225,0.236,3,0.007,0.065,Normal
1,1,5.13,30.0,1.46,0.249,0.245,3,0.005,0.066,Normal
1,1,5.59,30.0,1.63,0.25,0.259,3,0.005,0.066,Normal
1,1,5.18,30.0,1.66,0.246,0.247,3,0.005,0.064,Normal
1,1,4.84,30.0,1.46,0.237,0.253,3,0.005,0.063,Normal
1,1,4.54,30.0,1.63,0.228,0.256,3,0.007,0.064,Normal
1,1,4.76,30.0,1.4,0.235,0.234,3,0.006,0.065,Normal
1,1,5.15,30.0,1.19,0.263,0.266,3,0.005,0.061,Normal
1,1,6.15,30.0,1.44,0.261,0.246,3,0.005,0.063,Normal
1,1,6.65,30.0,1.67,0.238,0.267,3,0.006,0.063,Normal
1,1,5.58,30.0,1.3,0.238,0.287,3,0.004,0.061,Normal
1,1,-2.04,30.0,0.65,0.231,0.235,3,0.003,0.065,Normal
1,1,-2.78,30.0,-0.07,0.233,0.243,3,0.003,0.07,Normal
1,1,-3.98,30.0,-0.2,0.251,0.273,3,0.004,0.066,Normal
1,1,-5.5,30.0,-1.5,0.278,0.255,3,0.001,0.065,Normal
1,1,-5.59,30.0,-1.2,0.278,0.244,3,0.001,0.064,Normal
1,1,-6.0,30.0,-1.63,0.257,0.244,3,0.003,0.06,Normal
1,1,-5.88,30.0,-1.6,0.249,0.234,3,0.004,0.063,Normal
1,1,-5.24,30.0,-0.99,0.243,0.231,3,0.003,0.063,Normal
1,1,-4.62,30.0,-1.07,0.235,0.226,3,0.003,0.064,Normal
1,1,-1.16,30.0,-0.21,0.219,0.218,3,0.003,0.066,Normal
1,1,9.96,30.0,2.01,0.252,0.238,3,0.004,0.061,Normal
1,1,11.54,30.0,3.43,0.252,0.252,3,0.006,0.068,Normal
1,1,11.65,30.0,4.23,0.257,0.274,3,0.004,0.067,Normal
1,1,10.87,30.0,4.17,0.262,0.265,3,0.005,0.069,Normal
1,1,9.81,30.0,3.74,0.264,0.272,3,0.005,0.063,Normal
1,1,8.94,30.0,3.13,0.25,0.284,3,0.007,0.064,Normal
1,1,8.3,30.0,3.42,0.248,0.26,3,0.006,0.065,Normal
1,1,8.6,30.0,2.89,0.26,0.27,3,0.005,0.066,Normal
1,1,8.25,30.0,3.13,0.261,0.268,3,0.005,0.066,Normal
1,1,8.53,30.0,2.71,0.264,0.276,3,0.004,0.066,Normal
1,1,8.33,30.0,2.72,0.272,0.271,3,0.004,0.063,Normal
1,1,8.04,30.0,2.73,0.266,0.275,3,0.002,0.061,Normal
1,1,8.01,30.0,2.82,0.264,0.27,3,0.004,0.063,Normal
1,1,8.0,30.0,2.82,0.255,0.265,3,0.004,0.062,Normal
1,1,7.98,30.0,2.76,0.257,0.268,3,0.005,0.061,Normal
1,1,8.12,30.0,2.62,0.263,0.272,3,0.005,0.063,Normal
1,1,8.28,30.0,2.69,0.261,0.282,3,0.004,0.063,Normal
1,1,8.13,30.0,2.6,0.259,0.268,3,0.004,0.063,Normal
1,1,8.15,30.0,2.48,0.264,0.262,3,0.005,0.062,Normal
1,1,8.16,30.0,2.6,0.267,0.275,3,0.004,0.063,Normal
1,1,8.24,30.0,2.83,0.257,0.27,3,0.004,0.062,Normal
1,1,8.28,30.0,2.82,0.255,0.265,3,0.004,0.062,Normal
1,1,8.19,30.0,2.58,0.251,0.265,3,0.004,0.062,Normal
1,1,7.79,30.0,2.45,0.263,0.264,3,0.004,0.061,Normal
1,1,8.13,30.0,2.51,0.26,0.283,3,0.003,0.061,Normal
1,1,8.13,30.0,2.69,0.252,0.265,3,0.004,0.061,Normal
1,1,7.61,30.0,2.65,0.255,0.27,3,0.005,0.061,Normal
1,1,8.02,30.0,2.64,0.251,0.27,3,0.005,0.061,Normal
1,1,7.77,30.0,2.55,0.256,0.28,3,0.005,0.062,Normal
1,1,7.77,30.0,2.56,0.255,0.278,3,0.003,0.061,Normal
1,1,7.64,30.0,2.55,0.263,0.275,3,0.003,0.06,Normal
1,1,7.8,30.0,2.69,0.253,0.275,3,0.002,0.061,Normal
1,1,7.63,30.0,2.67,0.256,0.275,3,0.004,0.061,Normal
1,1,7.3,30.0,2.04,0.24,0.272,3,0.004,0.061,Normal
1,1,6.36,30.0,1.79,0.272,0.278,3,0.004,0.067,Normal
1,1,6.35,30.0,1.94,0.263,0.281,3,0.003,0.063,Normal
1,1,6.75,30.0,1.87,0.256,0.28,3,0.003,0.061,Normal
1,1,6.69,30.0,1.99,0.26,0.271,3,0.003,0.062,Normal
1,1,6.8,30.0,2.03,0.262,0.286,3,0.003,0.062,Normal
1,1,6.71,30.0,1.97,0.262,0.289,3,0.004,0.063,Normal
1,1,6.54,30.0,1.85,0.259,0.276,3,0.005,0.063,Normal
1,1,6.43,30.0,1.74,0.255,0.281,3,0.005,0.067,Normal
1,1,6.09,30.0,1.71,0.257,0.283,3,0.006,0.066,Normal
1,1,6.13,30.0,1.61,0.253,0.283,3,0.005,0.065,Normal
1,1,5.82,30.0,1.65,0.259,0.269,3,0.003,0.062,Normal
1,1,6.32,30.0,1.67,0.244,0.265,3,0.005,0.059,Normal
1,1,5.86,30.0,1.74,0.242,0.27,3,0.004,0.062,Normal
1,1,5.9,30.0,1.47,0.257,0.279,3,0.003,0.063,Normal
1,1,5.85,30.0,1.57,0.246,0.271,3,0.004,0.063,Normal
1,1,5.41,30.0,1.4,0.259,0.253,3,0.005,0.065,Normal
1,1,6.57,30.0,0.88,0.248,0.259,3,0.006,0.063,Normal
1,1,7.65,30.0,1.64,0.255,0.267,3,0.004,0.061,Normal
1,1,7.72,30.0,1.74,0.253,0.251,3,0.005,0.06,Normal
1,1,7.76,30.0,1.71,0.25,0.25,3,0.005,0.06,Normal
1,1,7.66,30.0,1.38,0.242,0.246,3,0.005,0.062,Normal
1,1,7.71,30.0,1.35,0.246,0.254,3,0.005,0.06,Normal
1,1,7.6,30.0,1.07,0.245,0.252,3,0.005,0.061,Normal
1,1,7.67,30.0,1.24,0.243,0.245,3,0.006,0.06,Normal
1,1,8.71,30.0,-0.14,0.232,0.246,3,0.004,0.056,Normal
1,1,8.28,30.0,-1.95,0.255,0.269,3,0.007,0.067,Normal
1,1,8.04,30.0,-2.29,0.266,0.282,3,0.003,0.066,Normal
1,1,7.05,30.0,0.09,0.257,0.275,3,0.003,0.065,Normal
1,1,8.21,30.0,4.66,0.256,0.251,3,0.002,0.067,Normal
1,1,8.97,30.0,6.79,0.256,0.261,3,0.002,0.064,Normal
1,1,14.96,30.0,6.6,0.248,0.279,3,0.003,0.059,Normal
1,1,15.26,30.0,7.18,0.254,0.259,2,0.006,0.06,Normal
1,1,14.94,30.0,7.05,0.24,0.281,3,0.004,0.061,Normal
1,1,7.07,30.0,0.12,0.228,0.319,3,0.179,0.062,Normal
1,1,-7.0,30.0,-2.38,0.318,0.286,3,0.013,0.064,Normal
1,1,-6.11,30.0,-2.58,0.326,0.292,3,0.008,0.062,Normal
1,1,-1.27,30.0,0.01,0.323,0.274,3,0.005,0.079,Normal
1,1,3.57,30.0,4.31,0.291,0.292,3,0.004,0.083,Normal
1,1,4.27,30.0,4.72,0.285,0.29,3,0.004,0.078,Normal
1,1,4.21,30.0,5.06,0.274,0.294,3,0.003,0.077,Normal
1,1,4.45,30.0,5.42,0.282,0.297,3,0.003,0.07,Normal
1,1,4.36,30.0,5.16,0.28,0.282,3,0.004,0.074,Normal
1,1,4.35,30.0,4.98,0.265,0.281,3,0.002,0.076,Normal
1,1,4.26,30.0,4.76,0.272,0.275,3,0.004,0.076,Normal
1,1,3.84,30.0,4.87,0.277,0.277,3,0.005,0.076,Normal
1,1,3.98,30.0,5.08,0.265,0.281,3,0.003,0.074,Normal
1,1,4.58,30.0,5.01,0.268,0.27,3,0.004,0.071,Normal
1,1,5.07,30.0,5.24,0.259,0.28,3,0.003,0.071,Normal
1,1,4.69,30.0,5.03,0.261,0.278,3,0.004,0.07,Normal
1,1,4.23,30.0,5.62,0.255,0.18,3,0.005,0.072,Normal
1,1,5.76,30.0,4.49,0.244,0.242,3,0.005,0.067,Normal
1,1,6.55,30.0,4.54,0.247,0.237,3,0.004,0.069,Normal
1,1,6.65,30.0,4.57,0.259,0.263,3,0.003,0.066,Normal
1,1,6.72,30.0,4.46,0.266,0.265,3,0.003,0.065,Normal
1,1,6.46,30.0,4.38,0.252,0.272,3,0.005,0.066,Normal
1,1,6.38,30.0,4.34,0.257,0.272,3,0.003,0.069,Normal
1,1,6.41,30.0,4.24,0.263,0.278,3,0.003,0.068,Normal
1,1,6.8,30.0,4.45,0.253,0.271,3,0.004,0.069,Normal
1,1,6.61,30.0,4.53,0.259,0.27,3,0.003,0.067,Normal
1,1,6.93,30.0,4.68,0.255,0.272,3,0.003,0.067,Normal
1,1,6.91,30.0,4.53,0.25,0.267,3,0.003,0.067,Normal
1,1,6.45,30.0,4.5,0.252,0.262,3,0.005,0.07,Normal
1,1,6.63,30.0,4.68,0.251,0.273,3,0.003,0.068,Normal
1,1,6.89,30.0,4.62,0.25,0.273,3,0.002,0.069,Normal
1,1,6.79,30.0,4.21,0.259,0.275,3,0.002,0.067,Normal
1,1,6.42,30.0,4.26,0.269,0.27,3,0.004,0.066,Normal
1,1,6.51,30.0,4.48,0.255,0.265,3,0.004,0.069,Normal
1,1,6.58,30.0,4.61,0.253,0.277,3,0.003,0.069,Normal
1,1,6.45,30.0,4.47,0.258,0.262,3,0.003,0.067,Normal
1,1,6.64,30.0,4.39,0.245,0.26,3,0.004,0.069,Normal
1,1,6.84,30.0,4.01,0.259,0.274,3,0.004,0.068,Normal
1,1,6.49,30.0,3.88,0.25,0.256,3,0.003,0.065,Normal
1,1,6.13,30.0,4.03,0.248,0.251,3,0.005,0.062,Normal
1,1,5.11,30.0,3.53,0.241,0.248,3,0.006,0.066,Normal
1,1,4.48,30.0,3.52,0.235,0.252,3,0.003,0.066,Normal
1,1,4.63,30.0,3.32,0.237,0.248,3,0.004,0.065,Normal
1,1,4.27,30.0,3.4,0.238,0.247,3,0.005,0.067,Normal
1,1,4.52,30.0,3.15,0.24,0.231,3,0.004,0.067,Normal
1,1,3.82,30.0,3.82,0.233,0.229,3,0.004,0.07,Normal
1,1,4.13,30.0,4.28,0.235,0.232,3,0.004,0.07,Normal
1,1,4.35,30.0,1.89,0.234,0.237,3,0.002,0.062,Normal
1,1,4.55,30.0,1.5,0.251,0.26,3,0.003,0.064,Normal
1,1,4.15,30.0,1.57,0.266,0.275,3,0.003,0.067,Normal
1,1,4.39,30.0,1.63,0.27,0.255,3,0.003,0.067,Normal
1,1,4.35,30.0,1.76,0.242,0.241,3,0.004,0.066,Normal
1,1,4.98,30.0,1.87,0.235,0.248,3,0.004,0.067,Normal
1,1,4.36,30.0,1.68,0.243,0.224,3,0.004,0.068,Normal
1,1,0.72,30.0,1.95,0.232,0.232,3,0.002,0.067,Normal
1,1,-1.67,30.0,2.0,0.245,0.244,3,0.002,0.068,Normal
1,1,-2.43,30.0,1.72,0.226,0.234,3,0.004,0.067,Normal
1,1,-1.53,30.0,1.64,0.261,0.198,3,0.003,0.07,Normal
1,1,2.0,30.0,1.32,0.289,0.224,3,0.003,0.074,Normal
1,1,3.46,30.0,1.84,0.258,0.197,3,0.006,0.066,Normal
1,1,4.66,30.0,2.11,0.227,0.215,3,0.004,0.065,Normal
1,1,1.74,30.0,1.55,0.219,0.252,3,0.005,0.068,Normal
1,1,-3.55,30.0,0.74,0.22,0.221,3,0.002,0.074,Normal
1,1,-6.68,30.0,-1.0,0.218,0.208,3,0.002,0.063,Normal
1,1,-8.73,30.0,-2.5,0.225,0.224,3,0.003,0.065,Normal
1,1,-8.19,30.0,-2.08,0.291,0.302,3,0.003,0.066,Normal
1,1,-8.48,30.0,-3.04,0.269,0.281,3,0.003,0.064,Normal
1,1,-10.1,30.0,-2.89,0.251,0.251,3,0.004,0.064,Normal
1,1,-8.75,30.0,-2.99,0.235,0.232,3,0.004,0.066,Normal
1,1,-5.98,30.0,-2.52,0.27,0.256,3,0.001,0.061,Normal
1,1,-5.15,30.0,-0.64,0.261,0.269,3,0.004,0.062,Normal
1,1,-13.26,30.0,-2.12,0.262,0.284,3,0.003,0.058,Normal
1,1,-14.25,30.0,-2.96,0.252,0.242,3,0.0,0.064,Normal
1,1,-4.85,30.0,-1.82,0.183,0.247,3,0.002,0.058,Normal
1,1,-7.1,30.0,-2.19,0.186,0.252,3,0.001,0.058,Normal
1,1,-4.37,30.0,-2.26,0.208,0.255,3,0.002,0.059,Normal
1,1,-0.04,30.0,-2.14,0.217,0.281,3,0.003,0.06,Normal
1,1,3.01,30.0,-1.32,0.223,0.281,3,0.003,0.063,Normal
1,1,6.02,30.0,0.5,0.221,0.272,3,0.0,0.058,Normal
1,1,7.14,30.0,3.67,0.238,0.276,3,0.002,0.057,Normal
1,1,4.82,30.0,2.61,0.234,0.281,3,0.002,0.053,Normal
1,1,5.57,30.0,1.83,0.253,0.292,3,0.003,0.06,Normal
1,1,4.3,30.0,1.16,0.215,0.28,3,0.001,0.058,Normal
1,1,3.1,30.0,-0.71,0.226,0.295,3,0.002,0.059,Normal
1,1,4.88,30.0,-1.64,0.242,0.308,3,0.003,0.064,Normal
1,1,5.16,30.0,-2.2,0.256,0.305,3,0.002,0.063,Normal
1,1,4.55,30.0,-0.96,0.247,0.28,3,0.002,0.068,Normal
1,1,2.71,30.0,-1.19,0.244,0.268,3,0.003,0.073,Normal
1,1,2.28,30.0,-1.41,0.24,0.265,3,0.001,0.07,Normal
1,1,1.81,30.0,-1.14,0.228,0.259,3,0.001,0.069,Normal
1,1,1.64,30.0,-1.18,0.224,0.265,3,0.003,0.067,Normal
1,1,1.44,30.0,-1.31,0.22,0.268,3,0.003,0.067,Normal
1,1,1.71,30.0,-1.38,0.223,0.276,3,0.003,0.065,Normal
1,1,4.93,30.0,-1.4,0.224,0.292,3,0.002,0.067,Normal
1,1,6.08,30.0,-0.77,0.242,0.273,3,0.003,0.068,Normal
1,1,5.9,30.0,-0.36,0.233,0.268,3,0.0,0.064,Normal
1,1,6.09,30.0,-0.29,0.224,0.266,3,0.001,0.063,Normal
1,1,5.75,30.0,-0.66,0.23,0.28,3,0.002,0.065,Normal
1,1,6.3,30.0,-0.25,0.235,0.284,3,0.001,0.066,Normal
1,1,6.53,30.0,-0.16,0.239,0.285,3,0.002,0.065,Normal
1,1,6.06,30.0,-0.52,0.241,0.296,3,0.001,0.06,Normal
1,1,4.84,30.0,-0.51,0.237,0.291,3,0.001,0.065,Normal
1,1,5.0,30.0,-0.8,0.242,0.286,3,0.001,0.065,Normal
1,1,4.45,30.0,-0.71,0.245,0.29,3,0.003,0.065,Normal
1,1,4.38,30.0,-0.84,0.241,0.289,3,0.003,0.067,Normal
1,1,4.09,30.0,-0.97,0.234,0.29,3,0.001,0.064,Normal
1,1,4.08,30.0,-0.8,0.236,0.288,3,0.001,0.063,Normal
1,1,4.23,30.0,-0.9,0.243,0.286,3,0.001,0.065,Normal
1,1,4.19,30.0,-1.05,0.244,0.29,3,0.001,0.064,Normal
1,1,4.41,30.0,-1.02,0.242,0.29,3,0.002,0.064,Normal
1,1,4.37,30.0,-0.88,0.237,0.284,3,0.001,0.063,Normal
1,1,4.13,30.0,-1.04,0.251,0.284,3,0.001,0.063,Normal
1,1,4.05,30.0,-0.88,0.248,0.293,3,0.001,0.062,Normal
1,1,4.07,30.0,-1.17,0.252,0.294,3,0.001,0.064,Normal
1,1,4.2,30.0,-1.45,0.246,0.285,3,0.001,0.065,Normal
1,1,4.17,30.0,-1.54,0.246,0.289,3,0.002,0.064,Normal
