face_present,face_count,yaw,pitch,roll,left_EAR,right_EAR,gaze_direction,mouth_ratio,face_area,label
1,1,-26.95,30.0,-10.83,0.328,0.297,1,0.001,0.053,Suspicious
1,1,-27.09,30.0,-10.25,0.311,0.309,1,0.003,0.052,Suspicious
1,1,-24.44,30.0,-10.44,0.353,0.272,1,0.005,0.05,Suspicious
1,1,-22.56,30.0,-10.38,0.304,0.308,1,0.008,0.043,Suspicious
1,1,-27.62,30.0,-12.89,0.329,0.268,1,0.007,0.042,Suspicious
1,1,-26.22,30.0,-11.07,0.38,0.288,1,0.005,0.04,Suspicious
1,1,-28.55,30.0,-9.4,0.368,0.271,1,0.006,0.043,Suspicious
1,1,-24.6,30.0,-8.63,0.336,0.241,1,0.004,0.045,Suspicious
1,1,-25.36,30.0,-8.45,0.342,0.261,1,0.002,0.045,Suspicious
1,1,-25.0,30.0,-8.49,0.342,0.262,1,0.002,0.043,Suspicious
1,1,-25.47,30.0,-8.53,0.345,0.273,1,0.004,0.043,Suspicious
1,1,-26.57,30.0,-8.59,0.33,0.29,1,0.005,0.044,Suspicious
1,1,-26.63,30.0,-9.29,0.305,0.255,1,0.003,0.042,Suspicious
1,1,-26.89,30.0,-8.87,0.343,0.283,1,0.006,0.044,Suspicious
1,1,-25.82,30.0,-8.08,0.366,0.28,1,0.003,0.047,Suspicious
1,1,-25.23,30.0,-7.23,0.334,0.289,1,0.001,0.047,Suspicious
1,1,-22.55,30.0,-6.82,0.31,0.288,1,0.001,0.046,Suspicious
1,1,-23.49,30.0,-7.1,0.32,0.285,1,0.002,0.045,Suspicious
1,1,-24.27,30.0,-6.85,0.322,0.296,1,0.001,0.046,Suspicious
1,1,-25.66,30.0,-7.11,0.356,0.287,1,0.002,0.046,Suspicious
1,1,-26.87,30.0,-8.29,0.375,0.288,1,0.004,0.046,Suspicious
1,1,-27.29,30.0,-8.13,0.355,0.291,1,0.004,0.048,Suspicious
1,1,-28.3,30.0,-8.47,0.34,0.299,1,0.004,0.047,Suspicious
1,1,-27.99,30.0,-8.07,0.319,0.297,1,0.002,0.048,Suspicious
1,1,-27.56,30.0,-8.8,0.35,0.308,1,0.004,0.047,Suspicious
1,1,-26.58,30.0,-9.34,0.364,0.303,1,0.002,0.048,Suspicious
1,1,-26.87,30.0,-8.6,0.364,0.289,1,0.002,0.048,Suspicious
1,1,-21.67,30.0,-4.61,0.284,0.258,1,0.003,0.054,Suspicious
1,1,-20.0,30.0,-2.95,0.293,0.329,1,0.001,0.05,Suspicious
1,1,-14.11,30.0,-5.46,0.264,0.207,3,0.003,0.047,Suspicious
1,1,-15.58,30.0,-4.14,0.295,0.334,1,0.002,0.049,Suspicious
1,1,-22.05,30.0,-7.64,0.293,0.273,1,0.005,0.046,Suspicious
1,1,-30.61,30.0,-7.54,0.375,0.321,1,0.004,0.051,Suspicious
1,1,-35.04,30.0,-5.99,0.405,0.29,1,0.01,0.045,Suspicious
1,1,-36.49,30.0,-4.65,0.419,0.282,1,0.007,0.046,Suspicious
1,1,-34.68,30.0,-5.8,0.362,0.274,1,0.004,0.047,Suspicious
1,1,-22.26,30.0,-5.42,0.321,0.261,1,0.003,0.049,Suspicious
1,1,-7.01,30.0,-0.91,0.265,0.289,3,0.003,0.051,Suspicious
1,1,-0.27,30.0,-3.5,0.287,0.265,3,0.005,0.057,Suspicious
1,1,-3.51,30.0,-7.45,0.282,0.277,3,0.004,0.061,Suspicious
1,1,-7.93,30.0,-6.75,0.274,0.272,3,0.002,0.062,Suspicious
1,1,-7.81,30.0,-3.65,0.309,0.306,3,0.002,0.063,Suspicious
1,1,-8.02,30.0,-1.38,0.298,0.306,3,0.002,0.056,Suspicious
1,1,-7.64,30.0,-1.02,0.29,0.319,3,0.001,0.057,Suspicious
1,1,-8.13,30.0,-0.26,0.285,0.338,3,0.001,0.057,Suspicious
1,1,-8.81,30.0,0.31,0.284,0.285,3,0.001,0.059,Suspicious
1,1,-9.53,30.0,-0.62,0.292,0.298,3,0.001,0.06,Suspicious
1,1,-10.56,30.0,-0.31,0.307,0.295,3,0.001,0.059,Suspicious
1,1,-11.67,30.0,-1.04,0.265,0.311,3,0.001,0.061,Suspicious
1,1,-14.23,30.0,-0.07,0.283,0.296,3,0.002,0.06,Suspicious
1,1,-10.65,30.0,-0.42,0.3,0.268,3,0.002,0.058,Suspicious
1,1,-11.07,30.0,-0.54,0.266,0.266,3,0.003,0.058,Suspicious
1,1,-12.05,30.0,-0.28,0.28,0.269,3,0.003,0.054,Suspicious
1,1,-12.48,30.0,-0.03,0.263,0.277,3,0.003,0.06,Suspicious
1,1,-12.16,30.0,0.5,0.273,0.261,3,0.003,0.056,Suspicious
1,1,-12.58,30.0,0.1,0.275,0.286,3,0.0,0.056,Suspicious
1,1,-14.54,30.0,0.3,0.266,0.278,3,0.001,0.053,Suspicious
1,1,-15.15,30.0,1.49,0.28,0.289,1,0.0,0.057,Suspicious
1,1,-16.04,30.0,3.48,0.284,0.268,1,0.002,0.056,Suspicious
1,1,-13.96,30.0,3.06,0.285,0.262,3,0.003,0.052,Suspicious
1,1,-13.62,30.0,3.03,0.296,0.304,3,0.002,0.052,Suspicious
1,1,-14.08,30.0,2.99,0.302,0.287,3,0.001,0.054,Suspicious
1,1,-13.65,30.0,2.11,0.323,0.286,3,0.002,0.053,Suspicious
1,1,-13.9,30.0,0.75,0.313,0.319,3,0.003,0.053,Suspicious
1,1,-12.48,30.0,0.19,0.332,0.331,3,0.002,0.056,Suspicious
1,1,-7.55,30.0,0.22,0.222,0.261,3,0.002,0.053,Suspicious
1,1,-6.04,30.0,0.38,0.257,0.29,3,0.002,0.05,Suspicious
1,1,-7.19,30.0,-0.03,0.249,0.252,3,0.002,0.05,Suspicious
1,1,-7.33,30.0,-0.56,0.243,0.274,3,0.004,0.051,Suspicious
1,1,-7.77,30.0,-0.41,0.253,0.262,3,0.004,0.051,Suspicious
1,1,-7.64,30.0,-0.28,0.247,0.282,3,0.004,0.051,Suspicious
1,1,-9.26,30.0,-0.86,0.275,0.287,3,0.003,0.05,Suspicious
1,1,-10.27,30.0,-0.69,0.285,0.317,3,0.004,0.049,Suspicious
1,1,-11.24,30.0,-1.14,0.297,0.287,3,0.003,0.05,Suspicious
1,1,-11.33,30.0,-1.41,0.307,0.303,3,0.004,0.05,Suspicious
1,1,-11.24,30.0,-2.35,0.291,0.294,3,0.003,0.051,Suspicious
1,1,-11.82,30.0,-2.0,0.296,0.311,3,0.002,0.05,Suspicious
1,1,-12.24,30.0,-2.24,0.29,0.277,3,0.004,0.048,Suspicious
1,1,-12.45,30.0,-2.48,0.314,0.281,3,0.002,0.049,Suspicious
1,1,-12.99,30.0,-2.65,0.296,0.282,3,0.002,0.049,Suspicious
1,1,-13.65,30.0,-2.59,0.302,0.279,3,0.004,0.049,Suspicious
1,1,-13.01,30.0,-1.73,0.308,0.271,3,0.002,0.052,Suspicious
1,1,-13.04,30.0,-1.64,0.29,0.275,3,0.003,0.056,Suspicious
1,1,-14.14,30.0,-2.0,0.31,0.256,3,0.003,0.056,Suspicious
1,1,-13.62,30.0,-1.95,0.281,0.28,3,0.004,0.056,Suspicious
1,1,-13.49,30.0,-1.95,0.293,0.274,3,0.004,0.054,Suspicious
1,1,-14.34,30.0,-1.67,0.289,0.291,3,0.001,0.058,Suspicious
1,1,-14.06,30.0,-1.5,0.306,0.303,3,0.004,0.058,Suspicious
1,1,-14.18,30.0,-1.92,0.298,0.3,3,0.002,0.061,Suspicious
1,1,-13.55,30.0,-2.52,0.205,0.179,3,0.003,0.06,Suspicious
1,1,-14.84,30.0,-1.88,0.295,0.276,3,0.002,0.061,Suspicious
1,1,-15.39,30.0,-2.35,0.285,0.315,1,0.003,0.064,Suspicious
1,1,-15.61,30.0,-2.47,0.291,0.33,1,0.0,0.064,Suspicious
1,1,-16.7,30.0,-2.46,0.29,0.315,1,0.002,0.061,Suspicious
1,1,-16.53,30.0,-2.46,0.296,0.306,1,0.003,0.061,Suspicious
1,1,-16.3,30.0,-2.75,0.318,0.322,1,0.004,0.058,Suspicious
1,1,-17.83,30.0,-2.3,0.313,0.285,1,0.004,0.055,Suspicious
1,1,-17.99,30.0,-2.18,0.269,0.293,1,0.004,0.056,Suspicious
1,1,-18.98,30.0,-1.89,0.297,0.289,1,0.004,0.058,Suspicious
1,1,-18.6,30.0,-2.0,0.29,0.272,1,0.005,0.056,Suspicious
1,1,-18.15,30.0,-2.26,0.288,0.277,1,0.004,0.056,Suspicious
1,1,-18.49,30.0,-2.2,0.291,0.276,1,0.004,0.058,Suspicious
1,1,-17.47,30.0,-2.44,0.281,0.292,1,0.003,0.055,Suspicious
1,1,-19.12,30.0,-2.56,0.299,0.298,1,0.005,0.055,Suspicious
1,1,-19.05,30.0,-3.06,0.308,0.299,1,0.003,0.056,Suspicious
1,1,-18.94,30.0,-3.21,0.304,0.298,1,0.005,0.055,Suspicious
1,1,-19.03,30.0,-3.07,0.31,0.264,1,0.004,0.055,Suspicious
1,1,-20.07,30.0,-3.14,0.288,0.258,1,0.005,0.056,Suspicious
1,1,-19.79,30.0,-2.75,0.298,0.257,1,0.005,0.056,Suspicious
1,1,-19.9,30.0,-2.83,0.306,0.309,1,0.004,0.058,Suspicious
1,1,-19.93,30.0,-3.02,0.306,0.305,1,0.005,0.058,Suspicious
1,1,-19.54,30.0,-3.34,0.295,0.245,1,0.004,0.059,Suspicious
1,1,-18.64,30.0,-3.65,0.177,0.088,1,0.005,0.056,Suspicious
1,1,-9.91,30.0,-2.74,0.312,0.303,3,0.014,0.052,Suspicious
1,1,-6.22,30.0,-7.07,0.287,0.314,3,0.005,0.052,Suspicious
1,1,-11.14,30.0,-8.56,0.141,0.225,3,0.004,0.058,Suspicious
1,1,-17.88,30.0,-0.57,0.317,0.305,1,0.001,0.057,Suspicious
1,1,-20.77,30.0,0.93,0.281,0.312,1,0.004,0.059,Suspicious
1,1,-21.05,30.0,-2.63,0.294,0.277,1,0.006,0.049,Suspicious
1,1,-21.13,30.0,-2.33,0.291,0.282,1,0.004,0.05,Suspicious
1,1,-21.31,30.0,-2.27,0.279,0.267,1,0.005,0.055,Suspicious
1,1,-19.26,30.0,-2.23,0.309,0.267,1,0.004,0.057,Suspicious
1,1,-17.12,30.0,-2.8,0.299,0.291,1,0.002,0.06,Suspicious
1,1,-18.95,30.0,-1.26,0.289,0.284,1,0.006,0.055,Suspicious
1,1,-16.62,30.0,-2.02,0.292,0.308,1,0.005,0.059,Suspicious
1,1,-17.61,30.0,-2.5,0.308,0.311,1,0.003,0.051,Suspicious
1,1,-17.87,30.0,-1.61,0.326,0.316,1,0.003,0.046,Suspicious
1,1,-17.28,30.0,-2.85,0.287,0.297,1,0.0,0.047,Suspicious
1,1,-16.8,30.0,-2.94,0.283,0.308,1,0.002,0.045,Suspicious
1,1,-15.57,30.0,-2.58,0.284,0.273,1,0.004,0.048,Suspicious
1,1,-18.96,30.0,-3.54,0.29,0.284,1,0.005,0.051,Suspicious
1,1,-18.7,30.0,-3.54,0.295,0.289,1,0.003,0.051,Suspicious
1,1,-19.44,30.0,-2.98,0.306,0.291,1,0.003,0.048,Suspicious
1,1,-19.2,30.0,-2.73,0.319,0.292,1,0.002,0.048,Suspicious
1,1,-19.37,30.0,-2.56,0.309,0.283,1,0.001,0.047,Suspicious
1,1,-18.72,30.0,-2.64,0.31,0.286,1,0.002,0.045,Suspicious
1,1,-20.7,30.0,-2.12,0.32,0.297,1,0.007,0.046,Suspicious
1,1,-24.11,30.0,-1.63,0.343,0.295,1,0.004,0.045,Suspicious
1,1,-25.55,30.0,-2.29,0.355,0.278,1,0.008,0.04,Suspicious
1,1,-26.6,30.0,-2.22,0.372,0.277,1,0.003,0.043,Suspicious
1,1,-25.27,30.0,-2.24,0.336,0.292,1,0.001,0.043,Suspicious
1,1,-24.26,30.0,-2.54,0.323,0.269,1,0.005,0.046,Suspicious
1,1,-22.85,30.0,-3.16,0.329,0.298,1,0.001,0.051,Suspicious
1,1,-24.32,30.0,-3.51,0.312,0.279,1,0.003,0.053,Suspicious
1,1,-25.16,30.0,-3.73,0.329,0.29,1,0.002,0.05,Suspicious
1,1,-24.83,30.0,-4.0,0.318,0.298,1,0.003,0.052,Suspicious
1,1,-23.41,30.0,-4.2,0.322,0.3,1,0.001,0.049,Suspicious
1,1,-22.98,30.0,-3.42,0.328,0.31,1,0.003,0.049,Suspicious
1,1,-22.51,30.0,-3.32,0.336,0.289,1,0.001,0.048,Suspicious
1,1,-22.75,30.0,-3.31,0.327,0.287,1,0.005,0.048,Suspicious
1,1,-22.03,30.0,-5.07,0.312,0.299,1,0.004,0.047,Suspicious
1,1,-23.28,30.0,-5.07,0.336,0.309,1,0.004,0.043,Suspicious
1,1,-23.2,30.0,-8.31,0.335,0.285,1,0.002,0.045,Suspicious
1,1,-22.86,30.0,-10.72,0.307,0.296,1,0.002,0.045,Suspicious
1,1,-17.26,30.0,-7.33,0.277,0.279,1,0.003,0.047,Suspicious
1,1,-8.41,30.0,-1.06,0.282,0.282,3,0.008,0.048,Suspicious
1,1,-8.28,30.0,-0.89,0.261,0.272,3,0.004,0.046,Suspicious
1,1,-7.55,30.0,-1.89,0.272,0.305,3,0.005,0.049,Suspicious
1,1,-8.41,30.0,-1.59,0.251,0.269,3,0.003,0.05,Suspicious
1,1,-1.44,30.0,0.56,0.268,0.272,3,0.001,0.051,Suspicious
1,1,-0.69,30.0,0.8,0.272,0.282,3,0.005,0.052,Suspicious
1,1,-1.84,30.0,0.39,0.275,0.285,3,0.005,0.051,Suspicious
1,1,-2.28,30.0,0.34,0.278,0.281,3,0.003,0.052,Suspicious
1,1,2.24,30.0,0.97,0.28,0.274,3,0.001,0.052,Suspicious
1,1,-0.22,30.0,0.44,0.268,0.283,3,0.004,0.052,Suspicious
1,1,-1.15,30.0,-0.03,0.282,0.284,3,0.005,0.05,Suspicious
1,1,-0.08,30.0,0.87,0.274,0.273,3,0.004,0.052,Suspicious
1,1,-0.1,30.0,1.43,0.279,0.277,3,0.002,0.05,Suspicious
1,1,0.9,30.0,1.86,0.271,0.277,3,0.002,0.052,Suspicious
1,1,0.52,30.0,2.24,0.277,0.284,3,0.002,0.052,Suspicious
1,1,0.56,30.0,2.16,0.288,0.277,3,0.002,0.051,Suspicious
1,1,-0.67,30.0,2.22,0.279,0.307,3,0.003,0.05,Suspicious
1,1,-0.53,30.0,1.77,0.286,0.306,3,0.003,0.05,Suspicious
1,1,-1.47,30.0,1.38,0.286,0.335,3,0.003,0.05,Suspicious
1,1,-2.49,30.0,0.89,0.288,0.302,3,0.005,0.054,Suspicious
1,1,-3.89,30.0,0.01,0.29,0.277,3,0.003,0.049,Suspicious
1,1,-3.9,30.0,0.2,0.286,0.288,3,0.003,0.051,Suspicious
1,1,-4.34,30.0,-0.54,0.27,0.306,3,0.002,0.051,Suspicious
1,1,-3.17,30.0,-0.33,0.276,0.306,3,0.002,0.053,Suspicious
1,1,-4.86,30.0,-1.0,0.31,0.336,3,0.003,0.049,Suspicious
1,1,-5.03,30.0,-0.66,0.319,0.399,3,0.001,0.049,Suspicious
1,1,-5.02,30.0,-0.83,0.293,0.387,3,0.005,0.047,Suspicious
1,1,-4.73,30.0,-0.8,0.312,0.376,3,0.003,0.046,Suspicious
1,1,-4.87,30.0,-0.76,0.304,0.382,3,0.002,0.048,Suspicious
1,1,-4.69,30.0,-0.55,0.315,0.381,3,0.002,0.049,Suspicious
1,1,-4.19,30.0,-0.87,0.297,0.401,3,0.002,0.05,Suspicious
1,1,-4.99,30.0,-1.34,0.296,0.288,3,0.002,0.048,Suspicious
1,1,-4.51,30.0,-1.34,0.273,0.286,3,0.004,0.048,Suspicious
1,1,-4.06,30.0,-1.35,0.317,0.394,3,0.003,0.051,Suspicious
1,1,-4.43,30.0,-0.54,0.325,0.391,3,0.002,0.049,Suspicious
1,1,-5.52,30.0,-0.32,0.311,0.355,3,0.002,0.05,Suspicious
1,1,-4.7,30.0,-0.43,0.29,0.337,3,0.005,0.047,Suspicious
1,1,-2.11,30.0,1.99,0.294,0.354,3,0.004,0.046,Suspicious
1,1,-4.03,30.0,2.04,0.327,0.37,3,0.001,0.046,Suspicious
1,1,-3.84,30.0,0.92,0.323,0.354,3,0.004,0.045,Suspicious
1,1,-4.74,30.0,1.07,0.3,0.351,3,0.004,0.046,Suspicious
1,1,-4.35,30.0,1.63,0.324,0.368,3,0.003,0.045,Suspicious
1,1,-3.81,30.0,0.24,0.306,0.352,3,0.004,0.046,Suspicious
1,1,-3.36,30.0,0.38,0.31,0.332,3,0.002,0.043,Suspicious
1,1,-2.01,30.0,0.14,0.32,0.322,3,0.002,0.044,Suspicious
1,1,-2.82,30.0,0.35,0.335,0.345,3,0.002,0.046,Suspicious
1,1,-2.84,30.0,0.95,0.308,0.35,3,0.003,0.044,Suspicious
1,1,-2.62,30.0,0.55,0.326,0.341,3,0.003,0.042,Suspicious
1,1,-2.53,30.0,0.71,0.342,0.365,3,0.004,0.042,Suspicious
1,1,-2.69,30.0,0.89,0.349,0.37,3,0.006,0.042,Suspicious
1,1,-2.7,30.0,0.63,0.304,0.354,3,0.003,0.044,Suspicious
1,1,-3.74,30.0,-0.29,0.293,0.364,3,0.002,0.048,Suspicious
1,1,-3.77,30.0,-0.36,0.285,0.337,3,0.003,0.046,Suspicious
1,1,-5.09,30.0,-1.12,0.324,0.336,3,0.001,0.048,Suspicious
1,1,-6.01,30.0,-2.14,0.31,0.356,3,0.004,0.045,Suspicious
1,1,-6.7,30.0,-3.27,0.309,0.307,3,0.006,0.047,Suspicious
1,1,-6.52,30.0,-4.25,0.327,0.332,3,0.006,0.046,Suspicious
1,1,-6.44,30.0,-5.4,0.344,0.334,3,0.005,0.042,Suspicious
1,1,-5.44,30.0,-5.11,0.33,0.331,3,0.003,0.041,Suspicious
1,1,-4.91,30.0,-3.19,0.244,0.263,3,0.004,0.038,Suspicious
1,1,-3.37,30.0,-0.02,0.306,0.288,3,0.005,0.038,Suspicious
1,1,-4.54,30.0,-0.62,0.338,0.293,3,0.006,0.039,Suspicious
1,1,-4.09,30.0,-0.52,0.33,0.349,3,0.002,0.038,Suspicious
1,1,-3.93,30.0,-0.23,0.332,0.348,3,0.0,0.044,Suspicious
1,1,-3.86,30.0,0.34,0.328,0.36,3,0.004,0.047,Suspicious
1,1,-4.0,30.0,-0.0,0.326,0.341,3,0.002,0.049,Suspicious
1,1,-4.48,30.0,-1.69,0.258,0.274,3,0.005,0.046,Suspicious
1,1,-3.94,30.0,-0.08,0.33,0.365,3,0.001,0.045,Suspicious
1,1,-3.96,30.0,0.21,0.348,0.343,3,0.005,0.046,Suspicious
1,1,-4.09,30.0,-0.31,0.294,0.339,3,0.006,0.045,Suspicious
1,1,-5.32,30.0,-1.29,0.321,0.351,3,0.004,0.043,Suspicious
1,1,-4.79,30.0,-1.11,0.303,0.358,3,0.003,0.043,Suspicious
1,1,-4.72,30.0,-1.48,0.299,0.371,3,0.005,0.044,Suspicious
1,1,-5.06,30.0,-1.73,0.293,0.362,3,0.005,0.044,Suspicious
1,1,-5.07,30.0,-1.52,0.302,0.297,3,0.007,0.043,Suspicious
1,1,-4.33,30.0,-1.11,0.311,0.304,3,0.005,0.043,Suspicious
1,1,-3.81,30.0,-1.13,0.196,0.212,3,0.004,0.042,Suspicious
1,1,-1.73,30.0,0.27,0.323,0.295,3,0.004,0.043,Suspicious
1,1,-1.0,30.0,0.85,0.329,0.315,3,0.005,0.039,Suspicious
1,1,0.84,30.0,1.56,0.321,0.33,3,0.002,0.04,Suspicious
1,1,3.73,30.0,1.38,0.318,0.339,3,0.002,0.038,Suspicious
1,1,4.55,30.0,1.83,0.313,0.351,3,0.002,0.038,Suspicious
1,1,4.1,30.0,1.11,0.328,0.357,3,0.002,0.037,Suspicious
1,1,1.02,30.0,0.31,0.312,0.35,3,0.001,0.037,Suspicious
1,1,0.39,30.0,-0.39,0.324,0.338,3,0.004,0.04,Suspicious
1,1,-0.24,30.0,-0.52,0.314,0.344,3,0.005,0.038,Suspicious
1,1,-1.93,30.0,-0.63,0.299,0.348,3,0.002,0.041,Suspicious
1,1,-2.14,30.0,-1.06,0.299,0.34,3,0.001,0.041,Suspicious
1,1,-2.46,30.0,-1.19,0.295,0.357,3,0.002,0.04,Suspicious
1,1,-3.1,30.0,-1.91,0.315,0.358,3,0.002,0.038,Suspicious
1,1,-5.72,30.0,-3.0,0.306,0.345,3,0.005,0.039,Suspicious
1,1,-5.83,30.0,-2.57,0.286,0.32,3,0.004,0.04,Suspicious
1,1,-5.64,30.0,-2.9,0.298,0.319,3,0.002,0.041,Suspicious
1,1,-5.63,30.0,-1.93,0.296,0.345,3,0.002,0.037,Suspicious
1,1,-5.62,30.0,-2.1,0.306,0.342,3,0.003,0.042,Suspicious
1,1,-5.21,30.0,-1.59,0.308,0.346,3,0.006,0.038,Suspicious
1,1,-5.25,30.0,-1.68,0.273,0.34,3,0.004,0.037,Suspicious
1,1,-6.21,30.0,-1.63,0.316,0.349,3,0.004,0.039,Suspicious
1,1,-6.61,30.0,-1.57,0.324,0.33,3,0.006,0.041,Suspicious
1,1,-0.87,30.0,0.15,0.316,0.318,3,0.005,0.038,Suspicious
1,1,3.76,30.0,1.16,0.339,0.334,3,0.005,0.041,Suspicious
1,1,6.4,30.0,2.66,0.343,0.352,3,0.002,0.04,Suspicious
1,1,10.6,30.0,3.68,0.311,0.308,3,0.001,0.038,Suspicious
1,1,14.56,30.0,5.6,0.312,0.312,3,0.003,0.039,Suspicious
1,1,20.42,30.0,7.22,0.298,0.269,2,0.004,0.039,Suspicious
1,1,20.28,30.0,7.77,0.322,0.261,2,0.006,0.036,Suspicious
1,1,19.96,30.0,7.1,0.277,0.258,2,0.003,0.04,Suspicious
1,1,19.56,30.0,7.46,0.283,0.262,2,0.003,0.039,Suspicious
1,1,19.14,30.0,7.23,0.29,0.299,2,0.003,0.046,Suspicious
1,1,19.24,30.0,6.85,0.276,0.278,2,0.004,0.045,Suspicious
1,1,19.53,30.0,6.58,0.275,0.269,2,0.007,0.042,Suspicious
1,1,20.17,30.0,7.14,0.27,0.274,2,0.005,0.044,Suspicious
1,1,20.67,30.0,7.2,0.257,0.264,2,0.004,0.043,Suspicious
1,1,19.85,30.0,6.87,0.262,0.282,2,0.005,0.043,Suspicious
1,1,13.06,30.0,3.89,0.245,0.263,3,0.003,0.042,Suspicious
1,1,10.43,30.0,1.81,0.237,0.238,3,0.001,0.045,Suspicious
1,1,10.56,30.0,1.55,0.245,0.253,3,0.0,0.046,Suspicious
1,1,10.72,30.0,1.65,0.248,0.236,3,0.003,0.045,Suspicious
1,1,11.49,30.0,2.1,0.236,0.259,3,0.002,0.044,Suspicious
1,1,11.76,30.0,2.23,0.265,0.273,3,0.003,0.045,Suspicious
1,1,12.55,30.0,2.51,0.252,0.244,3,0.003,0.041,Suspicious
1,1,13.7,30.0,3.02,0.22,0.235,3,0.002,0.042,Suspicious
1,1,15.09,30.0,3.37,0.221,0.231,2,0.004,0.046,Suspicious
1,1,15.74,30.0,3.6,0.212,0.239,2,0.003,0.048,Suspicious
1,1,17.15,30.0,3.01,0.18,0.26,2,0.004,0.049,Suspicious
1,1,16.3,30.0,3.36,0.183,0.27,2,0.005,0.05,Suspicious
1,1,15.99,30.0,2.77,0.237,0.267,2,0.007,0.05,Suspicious
1,1,15.93,30.0,2.75,0.24,0.266,2,0.004,0.05,Suspicious
1,1,15.76,30.0,3.5,0.233,0.252,2,0.008,0.053,Suspicious
1,1,15.76,30.0,3.68,0.234,0.269,2,0.006,0.048,Suspicious
1,1,14.77,30.0,2.08,0.247,0.266,3,0.005,0.044,Suspicious
1,1,17.04,30.0,2.6,0.253,0.275,2,0.005,0.045,Suspicious
1,1,19.08,30.0,2.87,0.266,0.292,2,0.002,0.044,Suspicious
1,1,18.05,30.0,0.7,0.248,0.251,2,0.002,0.052,Suspicious
1,1,20.4,30.0,0.65,0.218,0.272,2,0.005,0.048,Suspicious
1,1,20.15,30.0,1.25,0.218,0.267,2,0.004,0.044,Suspicious
1,1,20.54,30.0,1.54,0.215,0.272,2,0.004,0.044,Suspicious
1,1,20.69,30.0,1.89,0.218,0.253,2,0.003,0.045,Suspicious
1,1,21.44,30.0,1.98,0.214,0.268,2,0.003,0.044,Suspicious
1,1,21.54,30.0,2.34,0.214,0.263,2,0.003,0.044,Suspicious
1,1,22.46,30.0,2.3,0.201,0.272,2,0.007,0.045,Suspicious
1,1,19.05,30.0,2.11,0.219,0.282,2,0.003,0.044,Suspicious
1,1,21.88,30.0,2.67,0.24,0.255,2,0.001,0.047,Suspicious
1,1,23.75,30.0,3.88,0.235,0.271,2,0.004,0.044,Suspicious
1,1,22.93,30.0,3.08,0.238,0.291,2,0.005,0.045,Suspicious
1,1,22.33,30.0,2.83,0.238,0.274,2,0.005,0.046,Suspicious
1,1,23.01,30.0,3.19,0.256,0.287,2,0.003,0.044,Suspicious
1,1,23.42,30.0,3.36,0.25,0.287,2,0.002,0.042,Suspicious
1,1,22.68,30.0,3.46,0.253,0.279,2,0.003,0.044,Suspicious
1,1,23.0,30.0,3.31,0.243,0.304,2,0.003,0.044,Suspicious
1,1,22.44,30.0,2.51,0.226,0.287,2,0.004,0.045,Suspicious
1,1,21.9,30.0,2.55,0.225,0.247,2,0.004,0.044,Suspicious
1,1,21.82,30.0,2.96,0.239,0.271,2,0.005,0.045,Suspicious
1,1,22.19,30.0,3.08,0.254,0.266,2,0.005,0.045,Suspicious
1,1,22.45,30.0,2.97,0.257,0.26,2,0.006,0.045,Suspicious
1,1,22.35,30.0,3.3,0.269,0.282,2,0.006,0.045,Suspicious
1,1,21.94,30.0,3.26,0.259,0.277,2,0.004,0.046,Suspicious
1,1,22.19,30.0,2.67,0.176,0.209,2,0.003,0.045,Suspicious
1,1,22.28,30.0,3.71,0.372,0.357,2,0.007,0.046,Suspicious
1,1,23.03,30.0,4.23,0.316,0.333,2,0.004,0.046,Suspicious
1,1,23.24,30.0,3.59,0.339,0.333,2,0.004,0.046,Suspicious
1,1,23.3,30.0,3.59,0.359,0.34,2,0.006,0.045,Suspicious
1,1,23.51,30.0,3.69,0.352,0.358,2,0.005,0.045,Suspicious
1,1,23.82,30.0,3.83,0.344,0.348,2,0.005,0.045,Suspicious
1,1,24.46,30.0,4.01,0.343,0.371,2,0.005,0.044,Suspicious
1,1,24.4,30.0,3.94,0.343,0.362,2,0.004,0.044,Suspicious
1,1,24.39,30.0,3.7,0.338,0.361,2,0.005,0.046,Suspicious
1,1,23.89,30.0,4.24,0.302,0.313,2,0.005,0.046,Suspicious
1,1,23.68,30.0,3.93,0.297,0.305,2,0.004,0.048,Suspicious
1,1,23.79,30.0,3.45,0.296,0.309,2,0.003,0.047,Suspicious
1,1,23.62,30.0,3.72,0.296,0.304,2,0.003,0.048,Suspicious
1,1,23.66,30.0,3.78,0.28,0.29,2,0.005,0.047,Suspicious
1,1,22.59,30.0,3.15,0.269,0.31,2,0.009,0.042,Suspicious
1,1,18.95,30.0,4.69,0.254,0.272,2,0.004,0.041,Suspicious
1,1,24.33,30.0,7.11,0.274,0.293,2,0.003,0.046,Suspicious
1,1,27.91,30.0,8.88,0.283,0.31,2,0.002,0.054,Suspicious
1,1,26.7,30.0,8.36,0.31,0.355,2,0.004,0.057,Suspicious
1,1,24.49,30.0,7.71,0.307,0.361,2,0.001,0.052,Suspicious
1,1,23.63,30.0,7.52,0.296,0.335,2,0.002,0.057,Suspicious
1,1,23.93,30.0,6.22,0.288,0.299,2,0.003,0.057,Suspicious
1,1,23.87,30.0,5.96,0.275,0.334,2,0.005,0.056,Suspicious
1,1,23.54,30.0,6.08,0.251,0.271,2,0.005,0.056,Suspicious
